list-i-none,12,2,1,72,322863,4484
list-i-none,12,4,1,144,334467,2322
list-i-none,12,8,1,288,392076,1361
list-d-none,2,1,1,6,125684,20947
list-d-none,2,2,1,12,164567,13713
list-d-none,2,4,1,24,113657,4735
list-d-none,2,8,1,48,99361,2070
list-d-none,2,16,1,96,83798,872
list-d-none,2,32,1,192,98966,515
list-d-none,4,1,1,12,118762,9896
list-d-none,4,2,1,24,120946,5039
list-d-none,4,4,1,48,192548,4011
list-d-none,4,8,1,96,236536,2463
list-d-none,4,16,1,192,215580,1122
list-d-none,8,1,1,24,340582,14190
list-d-none,8,2,1,48,229296,4777
list-d-none,8,4,1,96,271572,2828
list-d-none,8,8,1,192,287423,1496
list-d-none,8,16,1,384,327128,851
list-d-none,12,1,1,36,308529,8570
list-d-none,12,2,1,72,372913,5179
list-d-none,12,4,1,144,427305,2967
list-d-none,12,8,1,288,359592,1248
list-d-none,12,16,1,576,449149,779
list-il-none,2,1,1,6,74435,12405
list-il-none,2,2,1,12,72451,6037
list-il-none,2,4,1,24,66336,2764
list-il-none,2,8,1,48,107025,2229
list-il-none,2,16,1,96,214527,2234
list-il-none,2,32,1,192,549774,2863
list-il-none,4,1,1,12,122262,10188
list-il-none,4,2,1,24,124103,5170
list-il-none,4,16,1,192,863807,4498
list-il-none,8,2,1,48,299353,6236
list-il-none,8,4,1,96,301337,3138
list-il-none,8,16,1,384,1696624,4418
list-il-none,12,1,1,36,668637,18573
list-il-none,12,2,1,72,430544,5979
list-il-none,12,4,1,144,430636,2990
list-dl-none,2,1,1,6,113262,18877
list-dl-none,2,2,1,12,155986,12998
list-dl-none,2,4,1,24,92821,3867
list-dl-none,2,8,1,48,104958,2186
list-dl-none,2,16,1,96,209736,2184
list-dl-none,2,32,1,192,548893,2858
list-dl-none,4,1,1,12,211228,17602
list-dl-none,4,2,1,24,199844,8326
list-dl-none,4,4,1,48,171772,3578
list-dl-none,4,8,1,96,226467,2359
list-dl-none,4,16,1,192,684351,3564
list-dl-none,8,1,1,24,321355,13389
list-dl-none,8,2,1,48,247286,5151
list-dl-none,8,4,1,96,302687,3152
list-dl-none,8,8,1,192,547666,2852
list-dl-none,12,1,1,36,325484,9041
list-dl-none,12,2,1,72,350686,4870
list-dl-none,12,4,1,144,432012,3000
list-dl-none,12,8,1,288,874258,3035
list-dl-none,12,16,1,576,4067307,7061
list-i-m,12,32,1,1152,3369831,2925
list-d-m,12,32,1,1152,3131887,2718
list-il-m,12,32,1,1152,13826148,12001
list-dl-m,12,32,1,1152,11559078,10033
list-i-s,12,32,1,1152,80983001,70297
list-d-s,12,32,1,1152,124539050,108106
list-il-s,12,32,1,1152,9430188972,8185927
list-dl-s,12,32,1,1152,190262896,165158
list-none-none,1,1000,1,3000,2536541,845
list-none-m,1,1000,1,3000,2516916,838
list-none-m,2,1000,1,6000,20070655,3345
list-none-m,4,1000,1,12000,117768677,9814
list-none-m,8,1000,1,24000,377454990,15727
list-none-m,12,1000,1,36000,785399114,21816
list-none-m,16,1000,1,48000,3063172471,63816
list-none-m,24,1000,1,72000,2896801930,40233
list-none-s,1,1000,1,3000,3578246,1192
list-none-s,2,1000,1,6000,83665847,13944
list-none-s,4,1000,1,12000,344897055,28741
list-none-s,8,1000,1,24000,3272246056,136343
list-none-s,12,1000,1,36000,12175985648,338221
list-none-s,16,1000,1,48000,14855335712,309486
list-none-s,24,1000,1,72000,302402016526,4200028
